pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
263,2020-09-06,16:09:11,5,3,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,75.0897,-0.0172683,-0.572295,2187.65,42.8332,NULL,6.34471,0.449519,6.49374,-60.681,-12.4324,-6.20067,1.27214,-0.592527,70.1135,-11.3626,-1.74713,0.499935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.24497,-6.80557,-0.406635,50.0054,6.31493,1.24866,-109.421,-1.55644,3.94801,18.713,-40.4588,121,143,CITI,MLB,NL,20200906-CITI-1,125886d0-2d38-466b-9394-c08d9738ab3e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,2020-09-06,16:09:38,5,4,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,2,1,Undefined,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,79.3199,-2.09818,-1.83651,995.275,242.991,NULL,6.34033,0.407778,7.05896,-40.0705,3.17819,8.67944,1.09562,-0.537213,73.6832,-9.59405,-0.193851,0.473323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.23523,2.29762,-0.30155,50.0037,6.19593,3.47208,-115.471,-5.29598,-7.10985,20.3698,-29.0544,121,143,CITI,MLB,NL,20200906-CITI-1,bca1246e-fceb-4f47-a718-9b584b2c45ef,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,2020-09-06,16:10:05,5,5,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,2,2,Undefined,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,79.5455,-0.461403,-0.659629,853.119,237.785,NULL,6.37353,0.381402,6.77153,-36.1864,6.66334,9.59034,2.93687,0.578269,73.6528,-7.26676,1.15457,0.471135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.42073,3.77103,-0.343029,50.0052,6.32658,1.07885,-115.937,-1.8995,-7.43361,20.2074,-27.0078,121,143,CITI,MLB,NL,20200906-CITI-1,33fc3cb4-25f9-4355-b43c-3a4a44a3d051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,2020-09-06,16:10:40,5,6,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,2,2,Undefined,Fastball,InPlay,Undefined,Undefined,Double,0,0,statcast,91.2482,-2.58858,0.264183,1961.72,205.602,NULL,6.44544,0.263692,6.58611,-16.1359,16.5196,2.76684,2.72737,0.736322,84.0399,-5.62619,0.787899,0.411291,90.3308,41.2626,-32.2025,3692.53,NULL,NULL,NULL,317.085,NULL,-44.9652,5.14282,-1.44698,9.72351,-0.283039,50.0014,6.26094,-0.697143,-132.86,-6.49969,-2.60234,26.8409,-14.6847,121,143,CITI,MLB,NL,20200906-CITI-1,37eb6f33-0cbb-482c-a094-31e1deef9462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,2020-09-06,16:11:43,6,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,8,Bottom,0,0,0,Undefined,Splitter,InPlay,Undefined,Undefined,HomeRun,0,0,statcast,80.0051,-0.850055,-1.09393,909.286,257.87,NULL,6.35515,0.431536,6.83618,-40.4606,2.07371,9.89241,2.20845,0.258161,73.9767,-8.45775,0.781267,0.469398,97.6819,30.3358,-32.2895,NULL,NULL,NULL,NULL,384.404,NULL,-41.9688,5.03716,-5.71643,1.371,-0.366284,50.0056,6.28204,1.96109,-116.553,-2.81146,-7.88945,21.298,-30.2882,121,143,CITI,MLB,NL,20200906-CITI-1,c564c32f-f26d-4ede-8848-c77699f5d010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,2020-09-06,16:12:42,7,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,8,Bottom,0,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,76.1819,-1.35627,-0.87399,2197.03,31.2873,NULL,6.31169,0.261157,6.58209,-61.0137,-14.0675,-6.19082,-0.0157378,-1.05567,71.4153,-12.7061,-2.04721,0.493142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.15727,-7.34313,-0.198523,50.0031,6.1903,1.85036,-110.968,-4.18003,3.94661,19.4202,-41.3541,121,143,CITI,MLB,NL,20200906-CITI-1,dec6e183-f217-4d23-b71b-5cf7f2370ec9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,2020-09-06,16:13:06,7,2,"Parker, Blake",453284,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,8,Bottom,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,90.2863,-4.11752,-1.63642,2056.89,197.043,NULL,6.19085,0.254526,6.97214,-16.0108,17.5525,2.49901,1.10546,-1.02597,83.0467,-7.11878,-1.16303,0.416969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.80802,10.7358,-0.15496,50.0023,5.92955,3.6724,-131.181,-9.92898,-3.16223,26.8276,-13.3976,121,143,CITI,MLB,NL,20200906-CITI-1,af3eb721-20d2-4c35-8191-54d59517f283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,2020-09-06,16:13:31,7,3,"Parker, Blake",453284,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,8,Bottom,0,2,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,90.9343,-5.14644,-1.6734,2061.62,194.296,NULL,6.26995,0.289199,6.78949,-16.6147,16.4848,6.82992,0.1755,-0.669477,83.9492,-8.24504,-0.381278,0.414078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.17479,10.3805,-0.184092,50.0033,5.92816,3.64764,-131.952,-12.3929,-7.40956,26.3861,-13.7498,121,143,CITI,MLB,NL,20200906-CITI-1,fd379d8e-be43-48ba-87b2-098666c2f4d2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,2020-09-06,16:13:55,7,4,"Parker, Blake",453284,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,8,Bottom,0,3,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,90.5491,-2.81393,-0.600421,2098.84,199.822,NULL,6.28587,0.250104,6.86978,-17.4718,15.6055,2.52109,2.26349,-0.0870323,83.7065,-6.09478,-0.124039,0.413939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.53035,9.24436,-0.213245,50.0005,6.09927,1.30501,-131.84,-7.01167,-2.71954,25.5172,-15.7393,121,143,CITI,MLB,NL,20200906-CITI-1,e0f6be06-ad67-430e-b6c7-c50bb1f4f248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,2020-09-06,16:14:17,7,5,"Parker, Blake",453284,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,8,Bottom,0,3,1,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,90.0323,-2.86044,-0.709111,2140.93,198.046,NULL,6.32965,0.352936,6.66788,-16.3789,17.0792,3.60928,2.34582,0.00496131,83.2146,-5.93596,-0.0271288,0.416315,95.7625,6.91099,14.8509,NULL,NULL,NULL,NULL,112.604,NULL,15.9989,0.895188,-2.15289,10.0619,-0.307215,50.0001,6.13041,1.51322,-131.081,-7.04531,-3.78248,25.1712,-14.4895,121,143,CITI,MLB,NL,20200906-CITI-1,185b1e1c-0369-4d1c-b91e-dd4a43277f8f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
273,2020-09-06,16:14:57,8,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,8,Bottom,1,0,0,Undefined,Fastball,InPlay,Undefined,Undefined,HomeRun,0,0,statcast,89.9538,-1.75291,-0.862116,2027.31,196.881,NULL,6.43117,0.144133,6.62909,-16.3143,17.5838,2.51807,3.4664,-0.43535,81.9488,-4.84583,-0.382989,0.419044,103.878,24.9337,17.5462,NULL,NULL,NULL,NULL,386.402,NULL,32.6668,4.66633,-1.63414,10.1682,-0.0870966,50.0024,6.30513,1.89526,-130.947,-4.49509,-2.82456,28.8663,-14.5986,121,143,CITI,MLB,NL,20200906-CITI-1,5fbea075-d25e-496c-818b-fbf5d60c4357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,2020-09-06,16:15:48,9,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,8,Bottom,1,0,0,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,81.3855,-2.43943,-1.63309,947.091,217.004,NULL,6.3385,0.411834,6.77953,-39.4896,1.71743,9.65536,0.81962,-0.27483,75.4246,-9.83042,0.197354,0.462016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.73513,1.61066,-0.310392,50.0044,6.1617,3.11452,-118.44,-6.12009,-8.16883,22.1007,-29.8828,121,143,CITI,MLB,NL,20200906-CITI-1,345639bc-539b-4bc5-b61e-aef9c46f85f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
275,2020-09-06,16:16:10,9,2,"Parker, Blake",453284,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,8,Bottom,1,1,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,75.8729,-0.426924,-1.1337,2157.41,41.8297,NULL,6.27358,0.400885,6.71498,-57.4887,-10.4545,-7.10158,1.09283,-1.22725,71.1929,-11.1399,-2.47458,0.493604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.60226,-5.61744,-0.322682,50.0024,6.2183,2.36942,-110.583,-2.28986,4.50095,18.0345,-39.1905,121,143,CITI,MLB,NL,20200906-CITI-1,bda48997-732d-4c23-a261-1e7e9cbd11fb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,2020-09-06,16:16:38,9,3,"Parker, Blake",453284,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,8,Bottom,1,2,0,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,89.462,-2.35609,-0.110245,1975.4,206.762,NULL,6.35673,0.491413,6.75831,-17.9783,15.8268,0.998282,2.70565,0.473915,82.8158,-5.73288,0.0782454,0.418468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.573228,9.2368,-0.484689,50.0027,6.19442,0.220722,-130.325,-5.90327,-0.997208,24.4802,-16.1039,121,143,CITI,MLB,NL,20200906-CITI-1,c0ae7e44-56ba-43d5-bd06-a7e5fb483655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,2020-09-06,16:17:03,9,4,"Parker, Blake",453284,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,8,Bottom,1,2,1,Undefined,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,75.7406,-0.354802,-0.0947566,2149.76,37.2215,NULL,6.30901,0.37573,6.63362,-57.5541,-10.3488,-7.33589,1.18815,-0.322321,70.9848,-11.0926,-1.48149,0.494501,107.68,-24.0238,75.9282,4230.98,NULL,NULL,NULL,4.40944,NULL,47.8899,0.0128617,3.99177,-5.57239,-0.365878,50.0036,6.25791,0.369256,-110.408,-2.14817,4.97003,18.1033,-39.1154,121,143,CITI,MLB,NL,20200906-CITI-1,157a07fe-c2cf-4c4d-8bf5-92b7ac0dd34a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,2020-09-06,16:17:32,9,5,"Parker, Blake",453284,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,8,Bottom,1,2,2,Undefined,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,statcast,91.1064,-3.73546,-0.989832,2150.91,191.037,NULL,6.26072,0.296598,6.88391,-15.1462,17.8689,4.91625,1.5905,-0.19566,83.4856,-6.58631,-0.0566628,0.41355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.97149,10.84,-0.23642,50.001,6.01764,2.1392,-132.44,-9.10709,-5.27899,28.247,-12.9101,121,143,CITI,MLB,NL,20200906-CITI-1,cb2383f4-774e-48ea-b68c-7a5fe79c9f27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,2020-09-06,16:18:08,10,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,90.8688,-3.47949,-1.05626,2083.12,201.586,NULL,6.30137,0.355361,6.62245,-16.1033,17.1112,4.30299,1.76955,-0.253333,83.1593,-6.51428,-0.238922,0.414797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.65864,10.3749,-0.285955,50.0038,6.05825,2.30592,-132.117,-8.52068,-4.69375,28.5138,-13.859,121,143,CITI,MLB,NL,20200906-CITI-1,cc1b5c4b-ad4a-4052-a16c-1dee6cc82626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,2020-09-06,16:18:31,10,2,"Parker, Blake",453284,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,2,0,1,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,90.6655,-3.41345,-0.320203,2087.39,205.754,NULL,6.27447,0.403193,6.74391,-16.2648,17.0137,6.30831,1.79717,0.636345,83.1815,-6.4753,0.876751,0.415196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.54703,10.2706,-0.385178,50.0058,6.04319,0.546421,-131.87,-8.35702,-6.25415,27.7724,-14.068,121,143,CITI,MLB,NL,20200906-CITI-1,d0cb0a0b-3e17-45fe-b089-2d5ecf513c99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,2020-09-06,16:18:53,10,3,"Parker, Blake",453284,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,2,0,2,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,79.3325,-0.203465,-0.0472021,815.756,254.321,NULL,6.32094,0.277816,6.76621,-40.02,3.14472,9.44888,2.80032,1.02208,73.3977,-7.73254,1.74192,0.472864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.18897,1.78004,-0.279165,50.0052,6.28897,-0.155797,-115.62,-1.47388,-7.05995,20.5803,-29.7569,121,143,CITI,MLB,NL,20200906-CITI-1,eb9e58c3-7e08-40fc-a76e-a745875395b7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,2020-09-06,16:19:23,10,4,"Parker, Blake",453284,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,2,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,76.5082,-0.415641,-0.680398,2274.89,35.0461,NULL,6.32495,0.246623,6.55132,-58.0902,-11.6266,-9.05911,1.10305,-1.13217,71.4682,-11.2668,-2.39584,0.4906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.78452,-6.26774,-0.195462,50.0005,6.2689,1.5558,-111.486,-2.29531,6.04338,19.3458,-40.0845,121,143,CITI,MLB,NL,20200906-CITI-1,f424289a-a0e8-4532-8fb9-1d9e0667c718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,2020-09-06,16:19:49,10,5,"Parker, Blake",453284,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,2,2,2,Undefined,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,statcast,90.5615,-2.06279,0.343165,2038.17,199.75,NULL,6.30308,0.396926,6.57679,-17.8144,15.1306,2.36853,2.92738,0.908786,83.8994,-5.40871,0.790077,0.413111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.21216,8.77684,-0.421515,50.0051,6.15351,-0.862625,-131.96,-5.2965,-2.16457,24.793,-16.5039,121,143,CITI,MLB,NL,20200906-CITI-1,e70181dd-9ba7-48d2-8d30-1401f2d301d2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,2020-09-06,16:22:52,1,1,"Shreve, Chasen",592741,Left,"New York Mets","Gosselin, Phil",594838,Right,"Philadelphia Phillies",,9,Top,0,0,0,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.8884,-2.68066,2.83075,2407.78,147.502,NULL,5.84117,-2.09492,6.27389,-14.4707,17.896,-11.923,2.1627,-0.477266,84.2678,-5.40551,0.573042,0.409469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2941,10.5517,1.89187,50.0061,5.63654,-6.24028,-133.597,-6.70532,13.2313,27.8918,-13.0409,121,143,CITI,MLB,NL,20200906-CITI-1,1c6988b1-8a82-4097-ab99-fc1a0689d7b5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,2020-09-06,16:23:09,1,2,"Shreve, Chasen",592741,Left,"New York Mets","Gosselin, Phil",594838,Right,"Philadelphia Phillies",,9,Top,0,0,1,Undefined,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,83.8223,-2.23182,3.83737,1115.09,116.29,NULL,5.54737,-2.21223,6.53227,-33.5645,5.07372,-15.348,0.702319,0.0336731,77.9817,-8.4978,0.946505,0.447383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.3265,3.34863,1.9536,50.0033,5.3766,-7.74108,-121.855,-5.70349,14.2,21.1643,-27.0763,121,143,CITI,MLB,NL,20200906-CITI-1,59ce2741-59e6-445e-b62f-85058d262c51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286,2020-09-06,16:23:30,1,3,"Shreve, Chasen",592741,Left,"New York Mets","Gosselin, Phil",594838,Right,"Philadelphia Phillies",,9,Top,0,0,2,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.5008,-3.56515,4.4784,1337.12,120.841,NULL,5.50134,-2.09037,6.585,-35.1791,3.2773,-18.5014,-0.701107,0.479774,78.2112,-10.116,0.981739,0.446329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.3349,2.81566,1.79269,50.003,5.24035,-9.0766,-122.533,-8.64392,17.3047,23.317,-27.8743,121,143,CITI,MLB,NL,20200906-CITI-1,942ca471-32ef-43d0-8022-334c87ee2101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,2020-09-06,16:23:57,1,4,"Shreve, Chasen",592741,Left,"New York Mets","Gosselin, Phil",594838,Right,"Philadelphia Phillies",,9,Top,0,1,2,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.8211,-3.36822,4.65111,1388.08,108.094,NULL,5.55389,-2.0863,6.51002,-34.5646,3.62956,-17.9002,-0.42058,0.699143,78.3885,-9.81206,1.26801,0.444805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.0643,2.96377,1.77025,50.0013,5.30211,-9.50046,-122.988,-8.23449,17.0036,23.6513,-27.6159,121,143,CITI,MLB,NL,20200906-CITI-1,14c54260-0e5d-4d40-b979-ad72d9a425b1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,2020-09-06,16:24:21,1,5,"Shreve, Chasen",592741,Left,"New York Mets","Gosselin, Phil",594838,Right,"Philadelphia Phillies",,9,Top,0,2,2,Undefined,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,84.2791,-0.974424,2.94262,1062.3,122.449,NULL,5.61663,-2.04295,6.43503,-32.4703,5.63782,-12.7668,2.01532,-0.400569,78.2422,-7.06497,0.535579,0.444304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.69744,3.33261,1.84036,50.0057,5.53208,-5.94538,-122.706,-3.01043,11.884,21.4931,-27.0359,121,143,CITI,MLB,NL,20200906-CITI-1,5b9a6fda-4baf-46b9-820d-667dcfbb6ba7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,2020-09-06,16:24:59,2,1,"Shreve, Chasen",592741,Left,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,9,Top,1,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.2126,-2.44658,3.14269,2376.23,141.872,NULL,5.75952,-2.01507,6.45006,-14.4298,17.5968,-11.4389,2.30807,-0.0782996,84.8595,-5.15903,0.982073,0.407312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.06929,10.2853,1.79831,50.0033,5.57955,-7.00922,-134.09,-6.18203,12.9709,26.9582,-13.3024,121,143,CITI,MLB,NL,20200906-CITI-1,94774fdc-665f-4140-b1db-e7aa14cb33dc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,2020-09-06,16:25:18,2,2,"Shreve, Chasen",592741,Left,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,9,Top,1,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.5173,-1.1933,1.67705,2399.92,149.873,NULL,5.75187,-2.0586,6.14037,-15.2177,16.5188,-8.28474,3.38093,-1.19887,85.0576,-4.06625,0.109503,0.405463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.9728,9.36102,1.93499,50.0042,5.65393,-3.68877,-134.762,-3.27991,9.20542,27.5429,-14.8478,121,143,CITI,MLB,NL,20200906-CITI-1,b5673782-c369-4a54-9e41-7b1ea5c7b12f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,2020-09-06,16:25:39,2,3,"Shreve, Chasen",592741,Left,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,9,Top,1,1,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.2162,-2.34576,3.87605,2298.67,138.296,NULL,5.75064,-1.87268,6.36822,-16.5161,15.3515,-8.97691,2.21485,0.950905,85.4456,-5.43476,2.18863,0.4063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.82404,8.98369,1.59739,50.0056,5.5734,-8.80433,-134.059,-6.01497,10.7572,25.0115,-15.5884,121,143,CITI,MLB,NL,20200906-CITI-1,35c7731f-cb5f-4f0c-ba2b-3214e06b3126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,2020-09-06,16:26:00,2,4,"Shreve, Chasen",592741,Left,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,9,Top,1,2,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.9015,-2.10573,4.24788,2392.26,143.458,NULL,5.71451,-1.89764,6.3801,-14.9751,16.6766,-8.91199,2.52876,1.27429,85.3531,-4.91765,2.56711,0.404921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.9862,9.71976,1.59624,50.0054,5.55576,-9.74647,-134.945,-5.4383,11.1121,27.637,-14.138,121,143,CITI,MLB,NL,20200906-CITI-1,fb71d146-3e9d-4c3c-9b98-78711ef73cb6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,2020-09-06,16:26:21,2,5,"Shreve, Chasen",592741,Left,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,9,Top,1,3,1,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,81.0646,0.652708,1.92151,2360.87,304.496,NULL,5.65528,-1.78817,6.48886,-47.3507,-6.69152,6.41484,2.3086,0.510929,76.5098,-8.16288,3.12266,0.458935,90.5204,23.1779,29.2118,1632.79,NULL,NULL,NULL,323.392,NULL,38.8997,3.8885,-3.10041,-3.78661,1.6506,50.0024,5.67824,-4.14317,-118.219,0.0408973,-4.49841,17.2303,-37.6686,121,143,CITI,MLB,NL,20200906-CITI-1,2aa353de-16c1-4d14-8ee2-f7e08144214b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,2020-09-06,16:27:05,3,1,"Shreve, Chasen",592741,Left,"New York Mets","Garlick, Kyle",664247,Right,"Philadelphia Phillies",,9,Top,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.3345,-1.56721,1.9467,2339.12,141.042,NULL,5.68714,-2.06955,6.12227,-16.1047,15.7485,-8.29454,2.89611,-0.960641,85.0037,-4.60319,0.378273,0.406207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.04297,9.0308,1.92469,50.0003,5.5597,-4.3135,-134.463,-4.1793,9.30105,27.1484,-15.5135,121,143,CITI,MLB,NL,20200906-CITI-1,c5cbaf37-a249-4fbe-b87d-8ee9c0b42d23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
