pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
75,2020-09-06,13:59:23,3,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Davis, J.D.",605204,Right,"New York Mets",,3,Bottom,2,2,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,84.1735,-0.124159,-2.41123,1580.82,265.126,NULL,4.66346,1.87343,6.8779,-39.5738,-1.3285,12.7417,1.2528,0.736855,78.0881,-7.55801,-0.00485775,0.445103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.57755,-0.695645,-1.72696,50.0022,4.6371,4.80232,-122.604,-1.38509,-11.6473,22.0414,-33.2428,121,143,CITI,MLB,NL,20200906-CITI-1,1616566e-7037-4f0a-ae86-81f38a9ad61b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,2020-09-06,13:59:52,3,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Davis, J.D.",605204,Right,"New York Mets",,3,Bottom,2,2,2,Undefined,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,statcast,91.8333,-0.45815,-4.43979,2033.11,228.308,NULL,4.83785,1.70139,7.51502,-24.391,7.86918,16.8687,2.39381,-0.897667,84.6457,-5.05079,-1.26151,0.408794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.3403,4.42878,-1.47721,50.0026,4.80325,9.84439,-133.476,-1.821,-18.8445,26.0411,-24.1019,121,143,CITI,MLB,NL,20200906-CITI-1,adaab613-6e5a-4862-b347-8f49c68bc06e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,2020-09-06,14:02:24,1,1,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.5408,-1.01517,-2.51234,2572.88,147.111,NULL,5.53346,1.18956,6.86312,-27.8612,4.18593,-5.38324,2.28653,-1.55034,85.6628,-6.21592,-3.52163,0.407443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.38723,2.51128,-1.02746,50.0004,5.45581,6.01989,-133.393,-3.23005,4.3877,23.1821,-27.5497,121,143,CITI,MLB,NL,20200906-CITI-1,0844487e-ba35-4d4a-82d2-5994bf7e732e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,2020-09-06,14:02:42,1,2,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,1,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.0965,-0.929706,-2.21587,2604.89,145.599,NULL,5.57001,1.14321,6.84345,-27.2164,4.33873,-5.679,2.45443,-1.35132,86.4088,-6.0057,-3.27928,0.404303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.63051,2.56725,-0.999124,50.0024,5.49776,5.37295,-134.263,-3.03261,4.91656,22.5698,-27.3756,121,143,CITI,MLB,NL,20200906-CITI-1,01e3cc81-7a40-4271-8d9c-58b6bb2aad53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,2020-09-06,14:03:00,1,3,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,2,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,90.6056,-1.18928,-2.07628,1571.46,233.726,NULL,5.47031,1.02751,6.89192,-28.0044,4.97828,12.3058,2.05332,0.160731,83.9243,-6.4508,0.247221,0.413347,70.2933,-39.1086,80.4293,NULL,NULL,NULL,NULL,3.33771,NULL,45.7711,0.028002,-7.24779,3.0237,-0.902589,50.0037,5.38236,4.40996,-131.982,-3.59454,-12.9219,25.3151,-26.7835,121,143,CITI,MLB,NL,20200906-CITI-1,9475662b-70ee-46e9-91e3-b20dda90cfe3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,2020-09-06,14:03:40,1,4,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,2,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,94.0379,-1.7947,-2.25637,2551.6,172.059,NULL,5.41658,1.21343,7.0064,-25.1739,5.23333,-1.54482,1.68728,-0.967202,87.8656,-6.49455,-2.5464,0.396881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.34004,3.26961,-1.0753,50.0061,5.29549,5.44726,-137.002,-5.09724,0.658328,24.7719,-25.8434,121,143,CITI,MLB,NL,20200906-CITI-1,c3b4bdff-49b3-43c7-ac14-22b865c6a216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,2020-09-06,14:04:03,1,5,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.9679,-1.64744,-1.67704,2632.08,146.474,NULL,5.40788,1.17834,7.14712,-28.0718,3.79975,-3.46691,1.57526,-0.631148,85.7246,-6.89777,-2.32955,0.406325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.50331,2.46378,-1.07862,50.0013,5.29853,4.03127,-134.011,-4.72741,2.77519,24.7498,-27.6182,121,143,CITI,MLB,NL,20200906-CITI-1,83810cae-1877-4c8b-8e21-fe7754ff4494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,2020-09-06,14:04:26,1,6,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,3,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.2822,-1.28241,-1.76483,2641.41,159.923,NULL,5.53117,1.21504,6.82581,-26.8438,4.07662,-3.41639,2.1245,-0.679808,87.0095,-6.30489,-2.40722,0.400216,102.363,-4.12879,52.6297,NULL,NULL,NULL,NULL,28.3059,NULL,50.4071,0.173059,1.4632,2.52393,-1.1003,50.0025,5.43628,4.2969,-135.958,-3.89166,2.78633,24.9481,-27.3665,121,143,CITI,MLB,NL,20200906-CITI-1,4f72617f-59dd-4a40-8ae8-a05b98206eeb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,2020-09-06,14:04:55,1,7,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,4,Top,0,3,2,Undefined,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,statcast,99.4531,-2.32351,-3.21622,2468.73,211.094,NULL,5.3997,1.14834,6.93637,-11.8461,15.5411,9.24508,2.29681,-1.01159,91.9653,-4.54407,-1.4754,0.376656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.82468,9.07914,-0.952774,50.0065,5.24964,7.82017,-144.675,-6.27466,-12.5177,29.4728,-12.6709,121,143,CITI,MLB,NL,20200906-CITI-1,7a4a1dfa-380f-464d-8b86-d5482334817b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,2020-09-06,14:06:04,2,1,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,4,Top,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,98.5731,-2.58018,-1.8227,2495.12,204.258,NULL,5.46158,1.11177,6.85877,-10.4759,17.503,8.18502,2.2353,0.131888,90.6971,-4.55238,-0.274921,0.380704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.94912,10.2557,-0.999872,50.0048,5.29275,4.29507,-143.467,-6.81397,-10.3952,30.8716,-10.6374,121,143,CITI,MLB,NL,20200906-CITI-1,d2347321-3b30-4b74-a420-99cb9a8276d5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,2020-09-06,14:06:35,2,2,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,4,Top,0,0,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,93.8094,-1.44774,-1.53795,2450.27,200.612,NULL,5.43544,1.04227,6.73241,-25.3372,5.31705,-2.69788,2.00103,-0.588099,87.2181,-6.19671,-2.04615,0.39849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11016,3.25222,-0.939843,50.0003,5.32821,3.75577,-136.706,-4.25792,2.13077,26.104,-25.9274,121,143,CITI,MLB,NL,20200906-CITI-1,dadaa227-7df0-442d-a194-34355717097c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,2020-09-06,14:07:18,2,3,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,4,Top,0,0,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,91.343,-1.34846,-1.18815,2566.96,192.978,NULL,5.52804,1.09118,6.85918,-28.4522,3.80347,-5.03024,1.92782,-0.411154,85.2034,-6.6724,-2.13482,0.408766,66.1129,-12.4355,45.7714,3871.77,NULL,NULL,NULL,8.84274,NULL,43.1111,0.0868524,2.47557,2.3869,-1.01331,50.0001,5.42892,2.91697,-133.156,-4.01338,4.51691,24.1495,-27.8087,121,143,CITI,MLB,NL,20200906-CITI-1,7b11ae85-e589-44e7-80a5-b1c53b21fc2d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,2020-09-06,14:09:11,3,1,"deGrom, Jacob",594798,Right,"New York Mets","Segura, Jean",516416,Right,"Philadelphia Phillies",,4,Top,1,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,98.4641,-3.23063,-2.42142,2461.47,215.304,NULL,5.39965,1.03609,7.11388,-10.5686,17.3262,8.47644,1.58577,-0.455267,91.2814,-5.20742,-0.82545,0.380131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.19848,10.2448,-0.897015,50.0048,5.20377,5.77584,-143.242,-8.44231,-10.9723,28.2605,-10.5559,121,143,CITI,MLB,NL,20200906-CITI-1,065f5cdc-3bae-4863-965b-985b31b025c3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,2020-09-06,14:09:42,3,2,"deGrom, Jacob",594798,Right,"New York Mets","Segura, Jean",516416,Right,"Philadelphia Phillies",,4,Top,1,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,98.2939,-2.45821,-2.65218,2550.78,217.639,NULL,5.41504,1.063,6.77067,-9.95768,18.0883,8.19489,2.33953,-0.677349,90.7812,-4.32714,-1.10718,0.38116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.12766,10.509,-0.894243,50.0029,5.25021,6.35476,-143.035,-6.47536,-10.7548,29.2162,-10.134,121,143,CITI,MLB,NL,20200906-CITI-1,3b1be0fc-c5ca-45ff-8b43-5e78d6795b5d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,2020-09-06,14:10:19,3,3,"deGrom, Jacob",594798,Right,"New York Mets","Segura, Jean",516416,Right,"Philadelphia Phillies",,4,Top,1,0,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,91.6317,-1.26523,-2.57202,1629.82,230.902,NULL,5.46847,0.851012,7.06987,-31.2585,0.947174,14.3039,1.71521,-0.293776,85.1417,-7.12503,0.124998,0.408449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.44277,0.830942,-0.703704,50.0038,5.37829,5.55317,-133.445,-3.9141,-15.4236,25.2544,-30.6557,121,143,CITI,MLB,NL,20200906-CITI-1,da8225dc-f6ec-497b-b2d7-2c486547bfa7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,2020-09-06,14:11:02,4,1,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,4,Top,2,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,99.3777,-2.36006,-3.25859,2524.75,218.403,NULL,5.41478,1.02608,6.89809,-11.7575,15.8516,4.47582,2.28435,-1.5721,91.3314,-4.56877,-2.41342,0.378179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.29924,9.32059,-0.82331,50.0038,5.26079,8.07769,-144.491,-6.35414,-7.021,31.6945,-12.3434,121,143,CITI,MLB,NL,20200906-CITI-1,a3f3199d-87a3-420c-b9c4-2d1b985680a9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,2020-09-06,14:11:29,4,2,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,4,Top,2,1,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,92.9639,-1.86124,-2.25579,2567.32,172.671,NULL,5.48138,1.03331,6.93246,-25.4887,5.67818,-4.81288,1.66285,-1.42203,86.7758,-6.61947,-3.15991,0.401808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.11353,3.53927,-0.89074,50.0055,5.35362,5.48547,-135.416,-5.20438,3.99418,24.7356,-25.4916,121,143,CITI,MLB,NL,20200906-CITI-1,12dc2e7a-c692-4650-b741-1f7bda4519a5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,2020-09-06,14:12:00,4,3,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,4,Top,2,1,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.1522,-2.12962,-1.58128,2637.13,142.88,NULL,5.36949,1.14428,7.00216,-28.5195,4.03723,-5.98299,1.05646,-0.791999,84.8034,-7.46234,-2.7091,0.410669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.88729,2.73512,-1.04508,50.0049,5.22634,3.84853,-132.763,-5.81331,5.21667,25.226,-27.2375,121,143,CITI,MLB,NL,20200906-CITI-1,da259eb0-aec5-4ab2-a22b-b313f573f187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,2020-09-06,14:12:30,4,4,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,4,Top,2,1,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,91.6816,-1.37561,-1.40904,2568.11,153.336,NULL,5.49849,1.02,6.92532,-26.9073,5.27628,-5.04447,2.00392,-0.68331,85.0428,-6.42436,-2.36064,0.408309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.41327,3.22544,-0.929723,50.0003,5.40007,3.44155,-133.59,-4.0387,4.40766,25.8284,-26.2743,121,143,CITI,MLB,NL,20200906-CITI-1,da5bda32-64dd-4aac-8887-537de827d03e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,2020-09-06,14:13:02,4,5,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,4,Top,2,1,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,90.7875,-1.45266,-2.10873,2462.16,118.371,NULL,5.4559,0.995915,6.96834,-30.6698,2.15442,-6.95243,1.57876,-1.50237,84.453,-7.19095,-3.41816,0.412352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.28875,1.5374,-0.862705,50.0018,5.35205,5.08156,-132.24,-4.29228,5.89076,25.1011,-29.4149,121,143,CITI,MLB,NL,20200906-CITI-1,f148c58f-c427-423f-b8d6-ff86479dc15d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,2020-09-06,14:15:43,1,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,4,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.4603,-0.0985543,-1.92229,2051.89,230.141,NULL,4.86214,1.7926,7.01045,-19.6895,12.7145,11.1402,3.132,0.973069,84.2464,-3.81519,0.183112,0.409705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.58435,6.98572,-1.68078,50.0043,4.84704,4.13017,-133.252,-0.834042,-11.9443,26.3096,-19.5039,121,143,CITI,MLB,NL,20200906-CITI-1,10102cd0-4cc5-4a0e-b9af-75207fba3ad7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,2020-09-06,14:16:02,1,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,4,Bottom,0,1,0,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,90.52,-0.233402,-3.01307,2135.97,235.378,NULL,4.8784,1.71511,6.8815,-23.6482,9.42828,14.9195,2.69524,0.210536,83.5547,-4.68932,-0.197809,0.413934,78.936,65.307,-97.1821,7596.75,NULL,NULL,NULL,187.535,NULL,-112.019,5.0414,-8.91038,5.2193,-1.53177,50.0029,4.8526,6.48308,-131.789,-1.25686,-15.8401,25.2266,-22.8966,121,143,CITI,MLB,NL,20200906-CITI-1,b985396b-3853-4434-82e3-aa2026f1d2cb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,2020-09-06,14:16:29,1,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,4,Bottom,0,1,1,Undefined,Other,InPlay,Undefined,Undefined,Double,0,0,statcast,77.23,2.28673,0.421246,2430.73,55.5548,NULL,5.00444,1.63254,6.76267,-55.1713,-9.56437,-16.682,2.49641,0.627133,71.5276,-8.0966,-2.73584,0.486057,97.5476,11.3188,-34.4318,NULL,NULL,NULL,NULL,204.214,NULL,-44.8858,1.91873,9.25018,-5.84027,-1.65218,50.0041,5.12769,-0.395721,-112.466,3.06519,11.9112,19.4101,-39.6968,121,143,CITI,MLB,NL,20200906-CITI-1,af923e36-873a-4da3-82ea-1ad2ce33b690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,2020-09-06,14:18:03,2,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Cano, Robinson",429664,Left,"New York Mets",,4,Bottom,0,0,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,84.5626,-0.44164,-2.80471,1438.86,258.702,NULL,4.72788,1.93868,6.6281,-36.0611,2.08293,15.7807,1.31853,0.683908,77.8902,-7.23805,0.184594,0.444513,72.476,-20.3867,171.299,NULL,NULL,NULL,NULL,1.23207,NULL,-176.648,0.0291597,-9.40396,1.26566,-1.75664,50.0047,4.68109,5.58389,-123.078,-1.96831,-14.4736,23.7221,-30.229,121,143,CITI,MLB,NL,20200906-CITI-1,d0d50eb4-e23e-40f1-9b80-81cd06dd2ff3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,2020-09-06,14:18:39,2,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Cano, Robinson",429664,Left,"New York Mets",,4,Bottom,0,0,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,90.8373,-0.498957,-4.61575,2191.21,233.786,NULL,4.86577,1.72273,6.83077,-24.1645,8.70215,16.8155,2.39714,-1.09486,84.0349,-5.03908,-1.45489,0.412619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.2919,4.88456,-1.43454,50.0016,4.82236,10.1457,-132.03,-1.89133,-18.4277,24.3705,-23.4249,121,143,CITI,MLB,NL,20200906-CITI-1,e8d2b342-2b7c-4387-8cdc-99933e7356cb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,2020-09-06,14:19:07,2,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Cano, Robinson",429664,Left,"New York Mets",,4,Bottom,0,1,1,Undefined,Changeup,InPlay,Undefined,Undefined,Undefined,0,0,statcast,83.0891,0.747413,-2.04316,1498.75,267.764,NULL,4.73742,1.93003,6.46482,-40.1415,-0.825011,14.6803,2.07874,1.27624,76.8127,-6.81396,0.733116,0.451293,75.5651,-25.3412,0.761205,68.2521,NULL,NULL,NULL,6.73566,NULL,-10.0041,0.0404832,-8.5648,-0.649126,-1.79306,50.0006,4.77105,3.90851,-121.027,0.461041,-12.7979,21.9868,-33.1406,121,143,CITI,MLB,NL,20200906-CITI-1,ee7c7ac1-67b4-4ff1-b79c-479b62510742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,2020-09-06,14:20:44,3,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,4,Bottom,0,0,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,83.4684,0.363837,-2.46703,1629.69,263.02,NULL,4.73207,1.8933,6.58919,-32.7768,6.20056,11.934,2.33406,0.626117,76.9933,-5.81684,-0.210935,0.449342,67.0214,-30.3389,-154.144,3128.76,NULL,NULL,NULL,2.62296,NULL,-76.9041,0.0235374,-7.16929,3.29795,-1.7305,50.001,4.74141,4.90297,-121.552,-0.144917,-10.8065,22.1724,-27.1998,121,143,CITI,MLB,NL,20200906-CITI-1,a5b75a8b-2e31-4d62-8918-c0662360ca7f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,2020-09-06,14:21:17,3,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,4,Bottom,0,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,82.5999,-0.219673,-3.67328,1476.59,260.189,NULL,4.76642,1.98152,7.18075,-38.0412,1.74876,12.4541,1.39802,-0.313031,76.563,-7.36311,-1.32536,0.454003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.72875,1.01727,-1.77442,50.0049,4.73634,7.36976,-120.174,-1.51635,-11.4218,21.0574,-30.6751,121,143,CITI,MLB,NL,20200906-CITI-1,e5469ea1-5e64-411d-ace0-479d7209b4d1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,2020-09-06,14:21:48,3,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,4,Bottom,0,0,2,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,82.0929,0.205307,-2.68052,1520.5,270.341,NULL,4.8234,1.90111,6.61018,-38.4723,2.05035,15.2927,1.80546,0.718819,75.4751,-7.05811,0.21899,0.458164,100.791,-7.87052,-72.7271,NULL,NULL,NULL,NULL,15.1347,NULL,-62.393,0.0769994,-9.11986,1.07027,-1.7264,50.0048,4.81928,5.17533,-119.486,-0.624981,-13.2064,22.7281,-30.6296,121,143,CITI,MLB,NL,20200906-CITI-1,91a508aa-3cbc-4a08-95ca-1799ce35300a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,2020-09-06,14:22:27,3,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,4,Bottom,0,0,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.394,-1.20531,-4.44203,2177.36,231.926,NULL,4.91124,1.67178,7.13366,-24.7875,7.12682,16.1248,1.75301,-1.02054,85.1765,-5.86522,-1.40253,0.406597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.94924,4.23057,-1.41805,50.0053,4.82899,9.93063,-134.256,-3.5989,-18.3261,26.6601,-24.3865,121,143,CITI,MLB,NL,20200906-CITI-1,ed113ab2-6142-409c-9796-6c7e3089dc5e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,2020-09-06,14:23:03,3,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,4,Bottom,0,1,2,Undefined,Other,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,79.4414,-0.315365,-2.30786,2626.3,56.9864,NULL,5.02188,1.71631,6.90223,-55.4401,-12.1178,-13.2291,0.115082,-1.48904,73.907,-10.6801,-4.81021,0.473726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61331,-6.55979,-1.56528,50.0021,4.97641,5.01063,-115.645,-2.10352,8.95113,21.6871,-41.052,121,143,CITI,MLB,NL,20200906-CITI-1,db7314e2-4965-4239-bcfe-b0902b6aaf8d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,2020-09-06,14:24:06,4,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,4,Bottom,1,0,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,84.2924,0.317194,-2.78515,1549.75,257.134,NULL,4.76232,1.98935,6.7588,-30.3965,8.09676,14.286,2.51908,0.63428,77.1445,-5.43788,-0.0749777,0.446544,65.4581,-31.7657,-128.893,NULL,NULL,NULL,NULL,3.90957,NULL,-85.9444,0.0383362,-8.61069,4.35372,-1.81426,50.0052,4.76886,5.56631,-122.665,-0.173692,-13.1224,24.2863,-25.5446,121,143,CITI,MLB,NL,20200906-CITI-1,65a47700-3455-4461-97b3-187ed6fbffb7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
